customer_key,customerName,customerType,nationality
CUST02468,Quý ông Tú Vũ,Individual,Vietnam
CUST02469,Nhiên Đặng,Travel Agency,Vietnam
CUST02470,藤原 春香,Corporate,Japan
CUST02471,Nam Mai Bảo Hoàng,VIP,Vietnam
CUST02472,Bác Dũng Phạm,Individual,Vietnam
CUST02473,Cô Kim Dương,Individual,Vietnam
CUST02474,Bà Hồng Trần,Corporate,Vietnam
CUST02475,杨桂芝,VIP,China
CUST02476,Tùng Mai Bảo Trần,VIP,Vietnam
CUST02477,Bà Nhật Đặng,Travel Agency,Vietnam
CUST02478,Hoàng Thế Hoàng,Individual,Vietnam
CUST02479,Tùng Hoàng,Individual,Vietnam
CUST02480,Hồng Hoàng,Travel Agency,Vietnam
CUST02481,Tú Mai Bảo Nguyễn,Corporate,Vietnam
CUST02482,田中 舞,Travel Agency,Japan
CUST02483,Bác Nhiên Mai,VIP,Vietnam
CUST02484,鈴木 陽子,VIP,Japan
CUST02485,Hồng Vũ,Travel Agency,Vietnam
CUST02486,Bà Lâm Đặng,Corporate,Vietnam
CUST02487,Quý cô Khoa Bùi,Individual,Vietnam
CUST02488,Mr Denis Howard,Corporate,UK
CUST02489,Quý cô Mai Lê,Travel Agency,Vietnam
CUST02490,Cô Vân Trần,Individual,Vietnam
CUST02491,Khoa Hải Mai,VIP,Vietnam
CUST02492,Danielle de la Colas,Corporate,France
CUST02493,Châu Hoàng Vũ,Corporate,Vietnam
CUST02494,Nhật Quang Vũ,Corporate,Vietnam
CUST02495,김은서,Travel Agency,Korea
CUST02496,Ông Tùng Nguyễn,Corporate,Vietnam
CUST02497,Connor Dean-King,Corporate,UK
CUST02498,An Trí Nguyễn,VIP,Vietnam
CUST02499,Vũ Thị Vũ,Corporate,Vietnam
CUST02500,Craig Whitehead,Individual,UK
CUST02501,Hoàng Phạm,Corporate,Vietnam
CUST02502,Anh Hưng Phạm,Travel Agency,Vietnam
CUST02503,井上 直子,Corporate,Japan
CUST02504,Châu Hữu Bùi,Corporate,Vietnam
CUST02505,Cô Xuân Phạm,VIP,Vietnam
CUST02506,Hải Nguyễn,Travel Agency,Vietnam
CUST02507,Quý cô Khoa Vũ,Corporate,Vietnam
CUST02508,Bà Hương Dương,Corporate,Vietnam
CUST02509,Châu Mai Bùi,VIP,Vietnam
CUST02510,Thảo Dương,Corporate,Vietnam
CUST02511,Minh Tấn Bùi,Individual,Vietnam
CUST02512,Nhật Thị Bùi,Individual,Vietnam
CUST02513,Khoa Thế Trần,Individual,Vietnam
CUST02514,Khoa Hoàng Vũ,Travel Agency,Vietnam
CUST02515,Jason Adams,Individual,USA
CUST02516,Hải Vũ,VIP,Vietnam
CUST02517,Hải Phú Hoàng,Travel Agency,Vietnam
CUST02518,Nhật Mai Bùi,Individual,Vietnam
CUST02519,Hạnh Lê,Travel Agency,Vietnam
CUST02520,Cô Nhật Phạm,Travel Agency,Vietnam
CUST02521,Miss Cassandra Dixon,Corporate,Australia
CUST02522,Tùng Văn Bùi,Individual,Vietnam
CUST02523,Anh Tú Phạm,Corporate,Vietnam
CUST02524,Quang Nguyễn,VIP,Vietnam
CUST02525,Bà Thành Nguyễn,Individual,Vietnam
CUST02526,Michael Lynn,VIP,Australia
CUST02527,Duyên Phạm,Corporate,Vietnam
CUST02528,Hương Trần,Individual,Vietnam
CUST02529,Thành Hải Bùi,Corporate,Vietnam
CUST02530,Inès Wagner,Individual,France
CUST02531,김성현,VIP,Korea
CUST02532,Cô Nhật Dương,Corporate,Vietnam
CUST02533,Trung Trần,Corporate,Vietnam
CUST02534,Yến Vũ,VIP,Vietnam
CUST02535,Bà Vi Đặng,VIP,Vietnam
CUST02536,Chị Linh Vũ,Corporate,Vietnam
CUST02537,Tùng Tấn Mai,Travel Agency,Vietnam
CUST02538,Hà Dương,VIP,Vietnam
CUST02539,Rick Morgan,Individual,Australia
CUST02540,Nam Đức Mai,Individual,Vietnam
CUST02541,Anh Khoa Phạm,Corporate,Vietnam
CUST02542,Quang Dương,Individual,Vietnam
CUST02543,Dipl.-Ing. Norbert Hübel B.A.,Individual,Germany
CUST02544,Kim Hoàng,Corporate,Vietnam
CUST02545,Monica Pena,Corporate,USA
CUST02546,Bà Phương Mai,Travel Agency,Vietnam
CUST02547,Bà Nhật Dương,Travel Agency,Vietnam
CUST02548,岡田 舞,Individual,Japan
CUST02549,Thành Thị Bùi,VIP,Vietnam
CUST02550,Huy Phú Mai,Corporate,Vietnam
CUST02551,Hà Hoàng,Corporate,Vietnam
CUST02552,구서윤,Travel Agency,Korea
CUST02553,Ông Vũ Phạm,Individual,Vietnam
CUST02554,Hạnh Nguyễn,VIP,Vietnam
CUST02555,Hải Hoàng,Individual,Vietnam
CUST02556,Hạnh Thị Bùi,VIP,Vietnam
CUST02557,陈桂兰,Corporate,China
CUST02558,穆玉华,Corporate,China
CUST02559,Hạnh Mai Bảo Vũ,Corporate,Vietnam
CUST02560,김수진,Travel Agency,Korea
CUST02561,Bác Thành Bùi,VIP,Vietnam
CUST02562,Bà Hải Nguyễn,Corporate,Vietnam
CUST02563,Nhật Bùi,VIP,Vietnam
CUST02564,Bà Mai Phạm,VIP,Vietnam
CUST02565,Khoa Phú Dương,VIP,Vietnam
CUST02566,前田 香織,Individual,Japan
CUST02567,Anh Phúc Lê,Corporate,Vietnam
CUST02568,钟磊,VIP,China
CUST02569,Ms Mary Turner,Corporate,UK
CUST02570,Quý ông Huy Mai,Corporate,Vietnam
CUST02571,Chị Vi Trần,Corporate,Vietnam
CUST02572,Marie Lambert,Individual,France
CUST02573,Nhật Hải Lê,Corporate,Vietnam
CUST02574,Bà Xuân Đặng,Travel Agency,Vietnam
CUST02575,Quang Đặng,Travel Agency,Vietnam
CUST02576,Bà Yến Đặng,VIP,Vietnam
CUST02577,Sharon Thompson,Individual,UK
CUST02578,Hải Phú Nguyễn,Travel Agency,Vietnam
CUST02579,Bác Minh Đặng,Corporate,Vietnam
CUST02580,Hoàng Lê,Corporate,Vietnam
CUST02581,Bảo Bùi,Individual,Vietnam
CUST02582,Khoa Vũ,VIP,Vietnam
CUST02583,Douglas Collier,Corporate,UK
CUST02584,Vũ Tấn Hoàng,Travel Agency,Vietnam
CUST02585,Bác Dũng Mai,Travel Agency,Vietnam
CUST02586,Donald Grant,Corporate,Australia
CUST02587,Tùng Phú Trần,Individual,Vietnam
CUST02588,Cô Thành Bùi,VIP,Vietnam
CUST02589,Quý cô Linh Vũ,Individual,Vietnam
CUST02590,Cô Mai Hoàng,Travel Agency,Vietnam
CUST02591,Trung Dương,Travel Agency,Vietnam
CUST02592,Quang Bảo Bùi,Travel Agency,Vietnam
CUST02593,Lan Mai,Travel Agency,Vietnam
CUST02594,Tùng Dương,Travel Agency,Vietnam
CUST02595,周伟,Individual,China
CUST02596,Hồng Lê,Corporate,Vietnam
CUST02597,赵晨,VIP,China
CUST02598,Mr George Green,Individual,UK
CUST02599,Lâm Đặng,Corporate,Vietnam
CUST02600,Tú Lê,Corporate,Vietnam
CUST02601,Trọng Đức Phạm,Travel Agency,Vietnam
CUST02602,李丹丹,VIP,China
CUST02603,하지현,Individual,Korea
CUST02604,김민석,VIP,Korea
CUST02605,Ilja Blümel,Travel Agency,Germany
CUST02606,Châu Thế Lê,Corporate,Vietnam
CUST02607,Benedikt Siering-Speer,Individual,Germany
CUST02608,赖成,VIP,China
CUST02609,Thành Nguyễn,Corporate,Vietnam
CUST02610,Nhiên Thế Vũ,Individual,Vietnam
CUST02611,Minh Văn Bùi,Individual,Vietnam
CUST02612,Phương Hải Đặng,VIP,Vietnam
CUST02613,강민서,VIP,Korea
CUST02614,Quý cô Hương Lê,Travel Agency,Vietnam
CUST02615,Anh Nguyễn,VIP,Vietnam
CUST02616,Bà An Trần,Corporate,Vietnam
CUST02617,鈴木 くみ子,Individual,Japan
CUST02618,Nam Tấn Mai,VIP,Vietnam
CUST02619,Lan Hoàng,Individual,Vietnam
CUST02620,Kim Đức Dương,Travel Agency,Vietnam
CUST02621,An Quang Mai,VIP,Vietnam
CUST02622,Xuân Hoàng,Individual,Vietnam
CUST02623,Bác Nam Nguyễn,VIP,Vietnam
CUST02624,Anaïs Bodin-Dupont,VIP,France
CUST02625,Nhật Đức Hoàng,Travel Agency,Vietnam
CUST02626,Dũng Trần,Individual,Vietnam
CUST02627,Tú Vũ,Individual,Vietnam
CUST02628,Trung Vũ,Corporate,Vietnam
CUST02629,Bảo Hoàng,VIP,Vietnam
CUST02630,小林 花子,Individual,Japan
CUST02631,Hưng Vũ,Individual,Vietnam
CUST02632,Khoa Bùi,Corporate,Vietnam
CUST02633,Thierry Hamon,Travel Agency,France
CUST02634,Jodie Akhtar,VIP,UK
CUST02635,Hương Bùi,VIP,Vietnam
CUST02636,Quý cô Hải Nguyễn,Corporate,Vietnam
CUST02637,福田 桃子,VIP,Japan
CUST02638,Khoa Trần,VIP,Vietnam
CUST02639,Quý ông Huy Đặng,Travel Agency,Vietnam
CUST02640,Khoa Hải Vũ,VIP,Vietnam
CUST02641,Duyên Dương,Travel Agency,Vietnam
CUST02642,Duyên Trần,Corporate,Vietnam
CUST02643,Chi Trần,Travel Agency,Vietnam
CUST02644,Quý ông Dũng Hoàng,Individual,Vietnam
CUST02645,Bà Phương Hoàng,VIP,Vietnam
CUST02646,Quý cô Thành Hoàng,Corporate,Vietnam
CUST02647,Bà Hải Dương,VIP,Vietnam
CUST02648,Quý cô Khoa Phạm,Travel Agency,Vietnam
CUST02649,Colton Parker,Corporate,USA
CUST02650,Nhật Mai,Individual,Vietnam
CUST02651,Joanna Harris,VIP,Australia
CUST02652,송미경,VIP,Korea
CUST02653,Ông Tú Đặng,VIP,Vietnam
CUST02654,Tùng Vũ,Travel Agency,Vietnam
CUST02655,Timothy Richards,Individual,UK
CUST02656,Cô Nhật Trần,VIP,Vietnam
CUST02657,Alfred de la Lenoir,Individual,France
CUST02658,Cô Ngọc Hoàng,Corporate,Vietnam
CUST02659,Kim Mai Phạm,Individual,Vietnam
CUST02660,Hương Lê,Corporate,Vietnam
CUST02661,Bà Hạnh Phạm,Travel Agency,Vietnam
CUST02662,池田 陽子,Corporate,Japan
CUST02663,Kim Hải Phạm,Travel Agency,Vietnam
CUST02664,Ông Bảo Dương,VIP,Vietnam
CUST02665,장예은,Corporate,Korea
CUST02666,Quý cô Bảo Trần,Individual,Vietnam
CUST02667,Tú Mai Hoàng,Travel Agency,Vietnam
CUST02668,Bảo Lê,Travel Agency,Vietnam
CUST02669,Hưng Văn Bùi,Travel Agency,Vietnam
CUST02670,山田 あすか,Travel Agency,Japan
CUST02671,René Schneider,Individual,France
CUST02672,이상호,Corporate,Korea
CUST02673,Gérard-Christophe Vallet,Corporate,France
CUST02674,Bác Hoàng Phạm,Travel Agency,Vietnam
CUST02675,Chị Khoa Vũ,Corporate,Vietnam
CUST02676,Hạnh Hải Bùi,Travel Agency,Vietnam
CUST02677,Phương Mai,VIP,Vietnam
CUST02678,Bà Hạnh Dương,Corporate,Vietnam
CUST02679,Chi Trần,Individual,Vietnam
CUST02680,Cô Ánh Đặng,Corporate,Vietnam
CUST02681,Thành Hoàng,Travel Agency,Vietnam
CUST02682,邹佳,Individual,China
CUST02683,Chị Xuân Dương,Travel Agency,Vietnam
CUST02684,안종수,Travel Agency,Korea
CUST02685,Hoàng Bảo Hoàng,Travel Agency,Vietnam
CUST02686,Joshua Johnson,Corporate,USA
CUST02687,Danuta Hornig,Travel Agency,Germany
CUST02688,Cô Hạnh Bùi,VIP,Vietnam
CUST02689,Quang Xuân Phạm,VIP,Vietnam
CUST02690,Mrs Kimberley Harding,Travel Agency,UK
CUST02691,Nhật Mai Dương,Corporate,Vietnam
CUST02692,Antoine Georges,VIP,France
CUST02693,Vũ Phạm,VIP,Vietnam
CUST02694,Kathy Gonzalez,Individual,USA
CUST02695,Hoàng Vũ,Corporate,Vietnam
CUST02696,Jason Cohen,Corporate,Australia
CUST02697,Cô Nhật Nguyễn,Travel Agency,Vietnam
CUST02698,Nhật Vũ,Travel Agency,Vietnam
CUST02699,Brenda Armstrong,Corporate,USA
CUST02700,Bà Hạnh Mai,VIP,Vietnam
CUST02701,佘刚,Individual,China
CUST02702,杨丽丽,Individual,China
CUST02703,Bà An Nguyễn,Travel Agency,Vietnam
CUST02704,Hà Hoàng Bùi,VIP,Vietnam
CUST02705,Chị Dương Vũ,VIP,Vietnam
CUST02706,Cô Ngọc Phạm,Travel Agency,Vietnam
CUST02707,Ing. Abdul Lehmann,Corporate,Germany
CUST02708,Quý cô Nhật Hoàng,VIP,Vietnam
CUST02709,Bảo Lê,Individual,Vietnam
CUST02710,Dipl.-Ing. Baldur Weitzel B.Sc.,Individual,Germany
CUST02711,Chị Lâm Nguyễn,Corporate,Vietnam
CUST02712,Quang Đức Phạm,Travel Agency,Vietnam
CUST02713,Madison Curtis MD,Travel Agency,Australia
CUST02714,Catherine Martineau,Corporate,France
CUST02715,佐々木 加奈,Corporate,Japan
CUST02716,Bà Hải Trần,Corporate,Vietnam
CUST02717,Phương Bùi,Corporate,Vietnam
CUST02718,吴桂花,Corporate,China
CUST02719,An Xuân Trần,Travel Agency,Vietnam
CUST02720,Chị Bảo Dương,VIP,Vietnam
CUST02721,Tú Vũ,VIP,Vietnam
CUST02722,Bảo Trí Vũ,Travel Agency,Vietnam
CUST02723,Bảo Bùi,VIP,Vietnam
CUST02724,井上 英樹,Travel Agency,Japan
CUST02725,Nhật Tấn Bùi,Individual,Vietnam
CUST02726,Lâm Dương,Individual,Vietnam
CUST02727,Vân Bùi,VIP,Vietnam
CUST02728,Dũng Bùi,Travel Agency,Vietnam
CUST02729,Nadine Adler,Corporate,Germany
CUST02730,고수민,Individual,Korea
CUST02731,Bà Hương Đặng,Corporate,Vietnam
CUST02732,Ánh Bùi,Individual,Vietnam
CUST02733,Hanspeter Karz,Corporate,Germany
CUST02734,Tú Hoàng,Corporate,Vietnam
CUST02735,Hà Mai Bảo Lê,VIP,Vietnam
CUST02736,Cô Thảo Phạm,Corporate,Vietnam
CUST02737,Bảo Đức Dương,Travel Agency,Vietnam
CUST02738,Huy Hoàng Nguyễn,Corporate,Vietnam
CUST02739,Bà Ngọc Nguyễn,Corporate,Vietnam
CUST02740,Zehra Peukert,VIP,Germany
CUST02741,Hoàng Trần,Travel Agency,Vietnam
CUST02742,Duyên Trần,Travel Agency,Vietnam
CUST02743,Nam Dương,Individual,Vietnam
CUST02744,김준호,Individual,Korea
CUST02745,Quý cô Khoa Bùi,Individual,Vietnam
CUST02746,Ngọc Đặng,VIP,Vietnam
CUST02747,Steven Harvey DDS,Corporate,Australia
CUST02748,Quý cô Lâm Phạm,Travel Agency,Vietnam
CUST02749,Bà Kim Hoàng,VIP,Vietnam
CUST02750,Anh Quang Trần,Individual,Vietnam
CUST02751,Anh Thành Bùi,Corporate,Vietnam
CUST02752,이영희,Travel Agency,Korea
CUST02753,Bà Ánh Dương,Corporate,Vietnam
CUST02754,Quý ông Thành Hoàng,VIP,Vietnam
CUST02755,Chi Trần,Individual,Vietnam
CUST02756,Quý cô Hà Bùi,Corporate,Vietnam
CUST02757,Phương Trí Bùi,VIP,Vietnam
CUST02758,Khoa Tấn Đặng,Individual,Vietnam
CUST02759,王洁,Travel Agency,China
CUST02760,Bảo Bùi,Travel Agency,Vietnam
CUST02761,Thành Phú Phạm,Corporate,Vietnam
CUST02762,Thomas Jennings,VIP,UK
CUST02763,佐藤 あすか,Corporate,Japan
CUST02764,Bryce Delacruz,Travel Agency,Australia
CUST02765,Dũng Quang Vũ,Individual,Vietnam
CUST02766,Duyên Hoàng,VIP,Vietnam
CUST02767,Anh Hưng Vũ,Corporate,Vietnam
CUST02768,Chị Thành Phạm,VIP,Vietnam
CUST02769,李勇,Individual,China
CUST02770,Cô Lan Lê,Corporate,Vietnam
CUST02771,Ông Anh Hoàng,Individual,Vietnam
CUST02772,Tùng Quang Bùi,Individual,Vietnam
CUST02773,Quang Lê,Individual,Vietnam
CUST02774,Nam Thị Bùi,Travel Agency,Vietnam
CUST02775,斎藤 京助,Travel Agency,Japan
CUST02776,이정남,Travel Agency,Korea
CUST02777,John Morgan,Travel Agency,Australia
CUST02778,Chị Khoa Nguyễn,Travel Agency,Vietnam
CUST02779,Udo Neuschäfer B.Eng.,Individual,Germany
CUST02780,Dũng Mai,VIP,Vietnam
CUST02781,Kim Hoàng Mai,VIP,Vietnam
CUST02782,Bà Thảo Bùi,Corporate,Vietnam
CUST02783,Chị Linh Mai,Travel Agency,Vietnam
CUST02784,Vi Phạm,Individual,Vietnam
CUST02785,양정식,Corporate,Korea
CUST02786,田中 香織,Travel Agency,Japan
CUST02787,Nam Vũ,Corporate,Vietnam
CUST02788,韩桂英,Travel Agency,China
CUST02789,Khoa Mai,VIP,Vietnam
CUST02790,Chi Hoàng,Individual,Vietnam
CUST02791,박정식,VIP,Korea
CUST02792,Bác Minh Dương,Corporate,Vietnam
CUST02793,Bà Nhật Hoàng,Corporate,Vietnam
CUST02794,Minh Bùi,Corporate,Vietnam
CUST02795,Nam Hoàng Lê,VIP,Vietnam
CUST02796,Yến Đặng,Corporate,Vietnam
CUST02797,Scott Mckay,Individual,USA
CUST02798,Bác Quang Bùi,VIP,Vietnam
CUST02799,Justin Farley,Travel Agency,USA
CUST02800,Gregory Evans,Travel Agency,Australia
CUST02801,Khoa Bảo Nguyễn,VIP,Vietnam
CUST02802,Nhiên Mai Bảo Vũ,Corporate,Vietnam
CUST02803,Chị Thành Mai,VIP,Vietnam
CUST02804,Hương Vũ,Travel Agency,Vietnam
CUST02805,Phương Mai Bảo Bùi,Travel Agency,Vietnam
CUST02806,Nhật Đặng,Corporate,Vietnam
CUST02807,Vi Vũ,VIP,Vietnam
CUST02808,Univ.Prof. Sybilla Hettner,Corporate,Germany
CUST02809,Quý ông Dũng Vũ,VIP,Vietnam
CUST02810,Trung Tấn Hoàng,Individual,Vietnam
CUST02811,Shane Jenkins,VIP,UK
CUST02812,An Tấn Nguyễn,VIP,Vietnam
CUST02813,Sébastien Alexandre,Individual,France
CUST02814,Mr Barry O'Brien,Corporate,UK
CUST02815,허영숙,Individual,Korea
CUST02816,Yến Dương,Corporate,Vietnam
CUST02817,Trung Thị Bùi,Corporate,Vietnam
CUST02818,Anh Nhiên Mai,Individual,Vietnam
CUST02819,Bảo Mai,Travel Agency,Vietnam
CUST02820,Minh Mai Bùi,Individual,Vietnam
CUST02821,Christiane Schmitt,Corporate,France
CUST02822,Brian Carr,VIP,USA
CUST02823,Bà Thành Hoàng,VIP,Vietnam
CUST02824,Chị Kim Dương,Individual,Vietnam
CUST02825,松本 春香,Travel Agency,Japan
CUST02826,Bà Vi Lê,Individual,Vietnam
CUST02827,Amy Campbell,Travel Agency,Australia
CUST02828,Hà Dương,Individual,Vietnam
CUST02829,Brian Townsend,Travel Agency,USA
CUST02830,Bác Hưng Phạm,Corporate,Vietnam
CUST02831,张桂珍,VIP,China
CUST02832,Prof. Hilma Niemeier,Individual,Germany
CUST02833,Tú Hoàng,Individual,Vietnam
CUST02834,Phúc Quang Mai,VIP,Vietnam
CUST02835,Vũ Hoàng,Individual,Vietnam
CUST02836,Quý ông Trọng Trần,VIP,Vietnam
CUST02837,Trung Đặng,VIP,Vietnam
CUST02838,Nhật Thị Dương,VIP,Vietnam
CUST02839,Lâm Hoàng Hoàng,Individual,Vietnam
CUST02840,Quý cô Ánh Phạm,VIP,Vietnam
CUST02841,Bảo Trần,Travel Agency,Vietnam
CUST02842,松本 亮介,VIP,Japan
CUST02843,Benno Holzapfel,Individual,Germany
CUST02844,Bác Quang Phạm,Corporate,Vietnam
CUST02845,Phương Bùi,Individual,Vietnam
CUST02846,Thành Hải Nguyễn,VIP,Vietnam
CUST02847,Quang Đặng,VIP,Vietnam
CUST02848,Ekaterina Hänel,Corporate,Germany
CUST02849,Ông Tùng Nguyễn,Travel Agency,Vietnam
CUST02850,Vân Vũ,Corporate,Vietnam
CUST02851,Phúc Hữu Phạm,Individual,Vietnam
CUST02852,Hoàng Xuân Lê,VIP,Vietnam
CUST02853,Kelsey Ramirez,Corporate,Australia
CUST02854,Vũ Mai Bảo Vũ,Individual,Vietnam
CUST02855,Xavier Blanc,Corporate,France
CUST02856,Anh Nam Mai,Individual,Vietnam
CUST02857,An Phú Nguyễn,VIP,Vietnam
CUST02858,Nhật Đức Hoàng,Travel Agency,Vietnam
CUST02859,Sean Taylor,VIP,UK
CUST02860,Noël Costa,Corporate,France
CUST02861,Anh Nam Phạm,VIP,Vietnam
CUST02862,Khoa Phú Đặng,Individual,Vietnam
CUST02863,Huy Hải Trần,Individual,Vietnam
CUST02864,Nhiên Thị Phạm,Corporate,Vietnam
CUST02865,Dipl.-Ing. Miroslawa Löffler,Individual,Germany
CUST02866,Bà Ánh Vũ,Corporate,Vietnam
CUST02867,Bảo Hải Lê,Corporate,Vietnam
CUST02868,Thành Xuân Lê,Travel Agency,Vietnam
CUST02869,Phúc Quang Trần,Travel Agency,Vietnam
CUST02870,Chị Bảo Bùi,VIP,Vietnam
CUST02871,Bác Nhiên Đặng,Individual,Vietnam
CUST02872,Michael Shields MD,Corporate,USA
CUST02873,Cô Hà Trần,Travel Agency,Vietnam
CUST02874,Cô Linh Trần,Corporate,Vietnam
CUST02875,Minh Mai Bảo Vũ,Individual,Vietnam
CUST02876,Lâm Lê,VIP,Vietnam
CUST02877,Prof. Knut Tlustek,Travel Agency,Germany
CUST02878,Chị An Nguyễn,Individual,Vietnam
CUST02879,Bà Hương Bùi,Travel Agency,Vietnam
CUST02880,Anh Hưng Dương,Travel Agency,Vietnam
CUST02881,Quý cô Thành Phạm,VIP,Vietnam
CUST02882,Quý cô Hạnh Đặng,VIP,Vietnam
CUST02883,Khoa Hoàng,Travel Agency,Vietnam
CUST02884,刘岩,Travel Agency,China
CUST02885,Bà Lâm Mai,Corporate,Vietnam
CUST02886,Ông Quang Đặng,Corporate,Vietnam
CUST02887,Carmela Mühle,Corporate,Germany
CUST02888,Hà Lê,Travel Agency,Vietnam
CUST02889,An Dương,VIP,Vietnam
CUST02890,Bà Nhật Mai,Travel Agency,Vietnam
CUST02891,Thành Phú Dương,VIP,Vietnam
CUST02892,Hoàng Nguyễn,VIP,Vietnam
CUST02893,Hương Mai,Travel Agency,Vietnam
CUST02894,Tùng Quang Hoàng,VIP,Vietnam
CUST02895,Trung Thị Nguyễn,Travel Agency,Vietnam
CUST02896,Bác Minh Nguyễn,Corporate,Vietnam
CUST02897,Linh Mai,VIP,Vietnam
CUST02898,易文,Travel Agency,China
CUST02899,Brandi Harris,Travel Agency,USA
CUST02900,Huy Phạm,Individual,Vietnam
CUST02901,Robert Lecoq,VIP,France
CUST02902,이정희,VIP,Korea
CUST02903,後藤 陽一,VIP,Japan
CUST02904,Arnaude de la Berger,Travel Agency,France
CUST02905,Peter Kemp,Corporate,UK
CUST02906,Nhật Thế Hoàng,Individual,Vietnam
CUST02907,Mai Phạm,Corporate,Vietnam
CUST02908,Quý cô Nhật Mai,Corporate,Vietnam
CUST02909,蒋凤兰,Corporate,China
CUST02910,Quang Đức Lê,Corporate,Vietnam
CUST02911,Hải Trí Mai,Travel Agency,Vietnam
CUST02912,Quang Mai,Corporate,Vietnam
CUST02913,Roger Moreau,VIP,France
CUST02914,Jessica Carter,Individual,USA
CUST02915,William Grondin,Travel Agency,France
CUST02916,Tú Nguyễn,Corporate,Vietnam
CUST02917,이은주,Travel Agency,Korea
CUST02918,Hà Quang Nguyễn,VIP,Vietnam
CUST02919,Anh Châu Mai,Individual,Vietnam
CUST02920,山口 健一,VIP,Japan
CUST02921,Jessica Jones,Travel Agency,Australia
CUST02922,Phúc Dương,Individual,Vietnam
CUST02923,Ngọc Đặng,VIP,Vietnam
CUST02924,Bảo Bùi,Individual,Vietnam
CUST02925,Quý ông Dũng Nguyễn,Individual,Vietnam
CUST02926,Thành Phạm,Travel Agency,Vietnam
CUST02927,Quý cô Ngọc Dương,Individual,Vietnam
CUST02928,Anh Tú Lê,Individual,Vietnam
CUST02929,Trọng Nguyễn,Individual,Vietnam
CUST02930,Jacob Carter,VIP,UK
CUST02931,Quý cô Nhật Lê,Travel Agency,Vietnam
CUST02932,Khoa Quang Nguyễn,Corporate,Vietnam
CUST02933,Kim Bảo Hoàng,VIP,Vietnam
CUST02934,Jeffrey Patel,Travel Agency,UK
CUST02935,Huy Mai Bảo Lê,VIP,Vietnam
CUST02936,Chị Hương Vũ,Corporate,Vietnam
CUST02937,Thảo Phạm,Travel Agency,Vietnam
CUST02938,Chị Yến Mai,Corporate,Vietnam
CUST02939,Hà Trí Mai,Individual,Vietnam
CUST02940,Phương Phạm,Corporate,Vietnam
CUST02941,Hương Bùi,VIP,Vietnam
CUST02942,Ông Nam Bùi,Corporate,Vietnam
CUST02943,Vũ Dương,VIP,Vietnam
CUST02944,Bảo Đặng,VIP,Vietnam
CUST02945,加藤 淳,VIP,Japan
CUST02946,Ông Tùng Hoàng,Travel Agency,Vietnam
CUST02947,Nhiên Trần,Individual,Vietnam
CUST02948,Khoa Nguyễn,Corporate,Vietnam
CUST02949,Bảo Bảo Hoàng,VIP,Vietnam
CUST02950,Ngọc Phạm,Travel Agency,Vietnam
CUST02951,Thomas Shah,Individual,UK
CUST02952,Jennifer Abbott,Travel Agency,Australia
CUST02953,Iris Kitzmann B.Sc.,Individual,Germany
CUST02954,Quý cô Hà Dương,Travel Agency,Vietnam
CUST02955,Anh Thành Đặng,Individual,Vietnam
CUST02956,Kläre Täsche,Travel Agency,Germany
CUST02957,Anouk de la Bertrand,VIP,France
CUST02958,Juliette Chauvin,Travel Agency,France
CUST02959,Quý cô Khoa Nguyễn,VIP,Vietnam
CUST02960,张桂香,Travel Agency,China
CUST02961,Mai Dương,Corporate,Vietnam
CUST02962,Hương Trần,Travel Agency,Vietnam
CUST02963,Nhật Mai,Travel Agency,Vietnam
CUST02964,Trọng Mai Phạm,Travel Agency,Vietnam
CUST02965,Chị Kim Trần,VIP,Vietnam
CUST02966,Thành Bảo Trần,Travel Agency,Vietnam
CUST02967,David Evrard,VIP,France
CUST02968,Hải Mai Bảo Hoàng,VIP,Vietnam
CUST02969,Khoa Nguyễn,VIP,Vietnam
CUST02970,An Đặng,Corporate,Vietnam
CUST02971,Nhật Trí Phạm,Individual,Vietnam
CUST02972,Ngọc Bùi,VIP,Vietnam
CUST02973,Ông Anh Trần,Travel Agency,Vietnam
CUST02974,Mai Dương,Travel Agency,Vietnam
CUST02975,Nikolaus Keudel,Corporate,Germany
CUST02976,Nam Xuân Hoàng,Travel Agency,Vietnam
CUST02977,Quý cô Phương Hoàng,Travel Agency,Vietnam
CUST02978,Alexandre Barre,Corporate,France
CUST02979,John Moore,Individual,UK
CUST02980,Hưng Lê,Individual,Vietnam
CUST02981,Vũ Nguyễn,Corporate,Vietnam
CUST02982,Maureen Allen,Travel Agency,UK
CUST02983,Philip Holloway,Individual,UK
CUST02984,Trọng Tấn Phạm,VIP,Vietnam
CUST02985,Khoa Phạm,VIP,Vietnam
CUST02986,Julia Hughes,Travel Agency,UK
CUST02987,Cô Xuân Dương,Travel Agency,Vietnam
CUST02988,Quang Thị Đặng,Corporate,Vietnam
CUST02989,김명숙,VIP,Korea
CUST02990,Nicolas David de Pichon,Corporate,France
CUST02991,Cô An Vũ,Travel Agency,Vietnam
CUST02992,Chị Hạnh Lê,Travel Agency,Vietnam
CUST02993,Chị Lâm Nguyễn,VIP,Vietnam
CUST02994,Dương Vũ,Corporate,Vietnam
CUST02995,Dũng Đức Phạm,VIP,Vietnam
CUST02996,Hải Phạm,VIP,Vietnam
CUST02997,Anh Mai,VIP,Vietnam
CUST02998,Quang Bảo Mai,Corporate,Vietnam
CUST02999,Martine Faure,Corporate,France
